module	gene	display_label	evidence_basis	public_source_id	public_source_url
Mast_identity_granule_storage	SRGN	Mast identity / granule content	Mast-cell marker/granule genes; NAKAJIMA_MAST_CELL and mast-cell biology literature	NAKAJIMA_MAST_CELL; mast-cell marker literature	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NAKAJIMA_MAST_CELL
Mast_identity_granule_storage	HPGDS	Mast identity / granule content	Mast-cell marker/granule genes; NAKAJIMA_MAST_CELL and mast-cell biology literature	NAKAJIMA_MAST_CELL; mast-cell marker literature	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NAKAJIMA_MAST_CELL
Mast_identity_granule_storage	RGS13	Mast identity / granule content	Mast-cell marker/granule genes; NAKAJIMA_MAST_CELL and mast-cell biology literature	NAKAJIMA_MAST_CELL; mast-cell marker literature	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NAKAJIMA_MAST_CELL
Mast_identity_granule_storage	SIGLEC6	Mast identity / granule content	Mast-cell marker/granule genes; NAKAJIMA_MAST_CELL and mast-cell biology literature	NAKAJIMA_MAST_CELL; mast-cell marker literature	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NAKAJIMA_MAST_CELL
Mast_identity_granule_storage	TPSD1	Mast identity / granule content	Mast-cell marker/granule genes; NAKAJIMA_MAST_CELL and mast-cell biology literature	NAKAJIMA_MAST_CELL; mast-cell marker literature	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NAKAJIMA_MAST_CELL
Mast_identity_granule_storage	TESPA1	Mast identity / granule content	Mast-cell marker/granule genes; NAKAJIMA_MAST_CELL and mast-cell biology literature	NAKAJIMA_MAST_CELL; mast-cell marker literature	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NAKAJIMA_MAST_CELL
FcERI_proximal_signaling	FCER1A	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	MS4A2	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	FCER1G	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	LYN	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	SYK	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	LAT	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	LAT2	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	BTK	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	GAB2	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	VAV1	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	LCP2	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	PLCG1	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	PLCG2	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	FYN	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_proximal_signaling	INPP5D	FcεRI proximal signaling	KEGG Fc epsilon RI signaling; Reactome Fc epsilon receptor signaling	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	PLCG1	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	PLCG2	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	ITPR1	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	ITPR2	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	ITPR3	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	CALM1	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	PPP3CA	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	PPP3CB	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	PPP3R1	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	NFATC1	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	NFATC2	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	NFATC3	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	BTK	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	LAT	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_Ca2_NFAT	LCP2	FcεRI-associated Ca²+/NFAT	KEGG/Reactome Fc epsilon RI downstream calcium-calcineurin-NFAT branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	LYN	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	SYK	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	LAT	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	LAT2	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	VAV1	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	GRB2	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	SOS1	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	KRAS	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	NRAS	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	RAC1	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	PAK1	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	MAP3K1	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	MAP2K4	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	MAP2K7	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	MAPK1	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	MAPK3	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	MAPK8	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	MAPK9	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	JUN	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_MAPK_AP1	FOS	FcεRI-associated MAPK/AP-1	KEGG/Reactome Fc epsilon RI downstream MAPK-AP-1 branch	KEGG hsa04664; Reactome R-HSA-2454202	https://www.kegg.jp/entry/hsa04664;https://reactome.org/content/detail/R-HSA-2454202
FcERI_NFkB	LYN	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	BCL10	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	CARD11	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	MALT1	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	TRAF6	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	MAP3K7	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	CHUK	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	IKBKB	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	IKBKG	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	NFKB1	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	RELA	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	NFKBIA	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	RASGRP4	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	PDPK1	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
FcERI_NFkB	PRKCD	FcεRI-associated NF-κB	Reactome Fc epsilon RI downstream NF-kappaB branch	Reactome R-HSA-2871837	https://reactome.org/content/detail/R-HSA-2871837
Degranulation_exocytosis	SYK	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	LAT	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	LAT2	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	PLCG2	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	PIK3CD	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	RAB27A	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	RAB27B	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	RAB44	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	UNC13D	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	STXBP2	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	SNAP23	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	VAMP7	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	VAMP8	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	CD63	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	LAMP1	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	CPLX2	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
Degranulation_exocytosis	RABGEF1	Degranulation / exocytosis	GO mast cell degranulation; regulated exocytosis literature	GO:0043303; Reactome R-HSA-2454202	https://amigo.geneontology.org/amigo/term/GO:0043303;https://reactome.org/content/detail/R-HSA-2454202
SCF_KIT_survival	KIT	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	FYN	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	LYN	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	GAB2	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	GRB2	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	PIK3CA	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	PIK3R1	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	AKT1	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	JAK2	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	STAT5A	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	STAT5B	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	SOS1	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
SCF_KIT_survival	KRAS	SCF–KIT signaling / survival	Reactome signaling by SCF-KIT; receptor-side genes only	Reactome R-HSA-1433557	https://reactome.org/content/detail/R-HSA-1433557
